L1	L2	L3	L4	KO
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01721
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01782
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01825
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03334
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03392
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03393
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03781
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03782
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K04103
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K07408
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K07409
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K07410
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K07511
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K07514
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K07515
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K10217
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11182
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11812
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11813
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11816
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11817
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11818
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11819
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11820
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11821
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K11868
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K14085
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K14263
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K14264
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K14265
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K14338
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K15067
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00014
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00210
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00211
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00220
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00270
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00500
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00766
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00800
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00811
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00815
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00817
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00832
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00838
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00891
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01609
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01626
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01656
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01657
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01694
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01713
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01735
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01736
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01817
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01850
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K03334
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K03785
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K03856
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K04092
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K04517
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K04518
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K05358
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K05359
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K05821
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K05887
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K06001
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K06208
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K09483
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K09484
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K11358
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K11645
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K11646
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13497
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13498
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13501
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01658
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01695
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00812
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00813
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01696
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K04093
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K04516
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K06209
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K03786
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K14455
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13503
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13829
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13830
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13832
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13853
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K14170
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K14187
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K14454
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K15226
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K15227
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00128
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00137
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00145
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00147
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00149
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00260
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00261
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00262
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00273
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00274
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00286
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00294
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00296
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00316
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00318
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00472
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00491
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00542
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00611
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00613
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00618
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00619
