L1	L2	L3	L4	KO
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (dissimilatory)		K11181
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K05301
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00394
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00395
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00959
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00955
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00956
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00957
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00958
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00387
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfoacetaldehyde degradation		K03852
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfoacetaldehyde degradation		K00625
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfoacetaldehyde degradation		K15373
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K06034
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K13039
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K03852
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00625
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K13788
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00811
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00812
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00813
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K11358
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K14454
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K14455
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00394
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00955
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00956
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00957
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00958
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K05301
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00394
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00395
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00955
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00956
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00957
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00958
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K01011
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K02439
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K01229
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02745
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02749
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02752
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02755
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02756
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02759
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02760
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02763
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02764
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02768
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02769
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02773
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02774
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02777
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02778
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02781
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02782
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02786
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02787
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02790
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02793
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02794
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02798
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02799
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02802
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02803
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02806
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02808
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02809
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02812
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02813
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02817
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02818
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02821
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02822
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K10984
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K11191
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K11194
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K11195
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K11198
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K11199
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K11201
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K11202
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K12308
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K12309
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K01190
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K12111
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02744
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K05341
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K00689
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K00695
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K00696
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K00692
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K12317
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K12316
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K12047
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K01187
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K01193
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K01203
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02745
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02749
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02752
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02755
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02756
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02759
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02760
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02763
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02764
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02768
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02769
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02773
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02774
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02777
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02778
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02781
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02782
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02786
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02787
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02790
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02793
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02794
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02798
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02799
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02802
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02803
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02806
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02808
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02809
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02812
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02813
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02817
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02818
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02821
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02822
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K10984
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K11191
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K11194
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K11195
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K11198
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K11199
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K11201
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K11202
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02744
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K00705
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01196
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K00691
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02745
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02749
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02752
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02755
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02756
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02759
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02760
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02763
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02764
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02768
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02769
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02773
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02774
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02777
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02778
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02781
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02782
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02786
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02787
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02790
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02793
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02794
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02798
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02799
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02802
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02803
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02806
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02808
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02809
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02812
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02813
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02817
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02818
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02821
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02822
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K10984
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K11191
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K11194
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K11195
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K11198
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K11199
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K11201
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K11202
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02744
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01203
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K12047
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K12316
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K12317
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01182
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01187
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01232
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Cellobiose		K00702
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Cellobiose		K05349
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Cellobiose		K05350
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Cellobiose		K01188
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12973
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12974
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13006
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13018
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13511
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13512
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13513
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13514
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13515
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13516
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13517
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13518
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13519
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13523
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13534
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13663
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K13664
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K14245
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K14246
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K14329
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K14521
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00193
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02363
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02517
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02536
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02560
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02615
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03372
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03817
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03818
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03819
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03820
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03821
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03824
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03825
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03826
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03827
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03828
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03829
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03830
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K04766
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05551
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05552
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K06957
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K07389
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K07549
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K07550
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K08280
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K09994
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K10203
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K10205
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K10212
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K10244
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K10245
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K10246
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K11172
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K11268
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K11533
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K11608
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K11609
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12932
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12935
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00677
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02840
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02844
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02852
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03275
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03276
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03669
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03814
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03843
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03844
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03846
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03848
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03849
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03850
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03854
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03867
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03877
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K04478
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05284
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05286
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05366
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05367
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05529
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05530
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05531
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05532
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05533
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05534
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05535
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05536
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05538
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K06119
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K07272
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K07542
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K07553
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K07632
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K07635
